@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Driving", "Walking" , "Sitting" , "Standing", "Still" }

@data
0.05,0.42,0.44,0.08,0.01,0.08,0.13,0.11,0.34,0.35,0.06,0.22,0.19,0.35,0.18,-9.84,-1.11,0.47,0.17,0.56,0.34,7.95,Driving
0.11,0.46,0.37,0.04,0.01,0.05,0.07,0.11,0.49,0.29,0.06,0.25,0.18,0.33,0.18,-9.85,-0.98,0.45,0.16,0.48,0.34,7.94,Driving
0.04,0.25,0.38,0.27,0.07,0.01,0.04,0.11,0.61,0.24,0.06,0.25,0.17,0.32,0.20,-9.86,-0.87,0.47,0.15,0.32,0.35,7.94,Driving
0.00,0.11,0.39,0.39,0.11,0.01,0.08,0.38,0.47,0.06,0.05,0.23,0.15,0.37,0.20,-9.86,-0.80,0.53,0.15,0.21,0.36,7.93,Driving
0.01,0.17,0.44,0.34,0.05,0.01,0.04,0.39,0.49,0.06,0.10,0.16,0.18,0.41,0.15,-9.85,-0.78,0.62,0.16,0.19,0.31,7.93,Driving
0.01,0.15,0.43,0.36,0.06,0.03,0.08,0.37,0.47,0.06,0.10,0.09,0.22,0.45,0.14,-9.84,-0.80,0.69,0.16,0.22,0.27,7.92,Driving
0.01,0.29,0.57,0.12,0.01,0.03,0.05,0.27,0.55,0.10,0.04,0.12,0.40,0.40,0.04,-9.83,-0.84,0.77,0.16,0.26,0.23,7.92,Driving
0.01,0.41,0.51,0.05,0.01,0.03,0.04,0.07,0.34,0.52,0.04,0.08,0.49,0.33,0.05,-9.81,-0.97,0.83,0.17,0.51,0.23,7.93,Driving
0.01,0.47,0.46,0.05,0.01,0.06,0.07,0.09,0.31,0.47,0.04,0.07,0.43,0.39,0.08,-9.78,-1.14,0.86,0.20,0.67,0.24,7.93,Driving
0.02,0.37,0.51,0.08,0.02,0.07,0.11,0.12,0.30,0.41,0.06,0.18,0.63,0.12,0.01,-9.77,-1.26,0.90,0.22,0.72,0.27,7.94,Driving
0.02,0.34,0.51,0.10,0.03,0.07,0.16,0.15,0.30,0.32,0.06,0.20,0.60,0.14,0.01,-9.75,-1.38,0.90,0.24,0.74,0.27,7.94,Driving
0.02,0.30,0.53,0.12,0.03,0.07,0.17,0.22,0.30,0.24,0.06,0.17,0.54,0.22,0.02,-9.74,-1.47,0.95,0.24,0.72,0.30,7.94,Driving
0.02,0.27,0.56,0.12,0.03,0.06,0.15,0.23,0.28,0.28,0.00,0.16,0.60,0.20,0.04,-9.72,-1.54,1.05,0.23,0.67,0.30,7.94,Driving
0.02,0.26,0.57,0.12,0.03,0.06,0.15,0.23,0.32,0.25,0.01,0.15,0.59,0.22,0.04,-9.72,-1.55,1.04,0.23,0.66,0.32,7.94,Driving
0.02,0.26,0.56,0.13,0.03,0.06,0.15,0.24,0.34,0.21,0.02,0.18,0.54,0.22,0.04,-9.72,-1.59,1.02,0.23,0.64,0.34,7.94,Driving
0.02,0.25,0.56,0.14,0.03,0.06,0.17,0.29,0.34,0.14,0.02,0.20,0.51,0.23,0.04,-9.71,-1.66,1.02,0.24,0.62,0.35,7.94,Driving
0.03,0.27,0.52,0.15,0.03,0.08,0.24,0.36,0.27,0.05,0.02,0.20,0.44,0.29,0.04,-9.72,-1.64,0.97,0.25,0.66,0.40,7.95,Driving
0.03,0.28,0.51,0.14,0.03,0.08,0.24,0.33,0.28,0.07,0.03,0.26,0.39,0.27,0.05,-9.73,-1.60,0.91,0.25,0.70,0.44,7.95,Driving
0.02,0.18,0.60,0.17,0.03,0.07,0.26,0.38,0.23,0.06,0.05,0.21,0.37,0.31,0.06,-9.75,-1.42,0.80,0.25,0.75,0.53,7.94,Driving
0.01,0.05,0.52,0.37,0.05,0.06,0.25,0.38,0.21,0.09,0.03,0.22,0.36,0.30,0.07,-9.78,-1.23,0.69,0.26,0.73,0.58,7.94,Driving
0.01,0.05,0.46,0.43,0.05,0.03,0.22,0.37,0.26,0.11,0.02,0.07,0.37,0.41,0.12,-9.80,-1.09,0.54,0.25,0.71,0.69,7.94,Driving
0.01,0.04,0.46,0.44,0.04,0.01,0.15,0.42,0.30,0.11,0.06,0.11,0.39,0.33,0.11,-9.82,-0.98,0.35,0.24,0.63,0.82,7.94,Driving
0.01,0.30,0.65,0.03,0.01,0.02,0.13,0.40,0.33,0.12,0.07,0.11,0.43,0.31,0.07,-9.83,-0.94,0.28,0.25,0.64,0.79,7.95,Driving
0.01,0.30,0.63,0.05,0.01,0.03,0.17,0.37,0.32,0.12,0.06,0.10,0.42,0.36,0.05,-9.83,-0.98,0.27,0.26,0.67,0.75,7.95,Driving
0.01,0.29,0.65,0.05,0.01,0.03,0.18,0.38,0.30,0.12,0.06,0.10,0.39,0.39,0.05,-9.82,-1.03,0.31,0.26,0.68,0.77,7.95,Driving
0.01,0.27,0.68,0.04,0.01,0.02,0.19,0.39,0.29,0.12,0.06,0.10,0.38,0.41,0.05,-9.82,-1.05,0.32,0.25,0.69,0.78,7.95,Driving
0.01,0.27,0.66,0.06,0.01,0.04,0.25,0.33,0.27,0.10,0.08,0.13,0.36,0.37,0.06,-9.81,-1.04,0.38,0.27,0.67,0.85,7.94,Driving
0.01,0.25,0.67,0.07,0.01,0.05,0.25,0.37,0.24,0.10,0.08,0.13,0.30,0.39,0.10,-9.79,-1.06,0.49,0.27,0.66,0.94,7.94,Driving
0.00,0.04,0.73,0.21,0.01,0.04,0.18,0.44,0.23,0.10,0.08,0.14,0.26,0.39,0.13,-9.77,-1.13,0.61,0.30,0.68,1.00,7.94,Driving
0.00,0.04,0.71,0.22,0.02,0.02,0.15,0.50,0.23,0.09,0.08,0.09,0.23,0.45,0.14,-9.75,-1.20,0.74,0.32,0.66,1.00,7.94,Driving
0.00,0.03,0.73,0.22,0.02,0.02,0.14,0.51,0.28,0.04,0.08,0.06,0.17,0.55,0.14,-9.74,-1.25,0.88,0.29,0.58,0.97,7.94,Driving
0.00,0.02,0.74,0.22,0.02,0.02,0.14,0.54,0.28,0.02,0.06,0.03,0.16,0.62,0.14,-9.73,-1.28,1.01,0.28,0.52,0.83,7.93,Driving
0.00,0.02,0.75,0.21,0.02,0.02,0.14,0.59,0.23,0.02,0.04,0.36,0.41,0.13,0.06,-9.72,-1.30,1.20,0.27,0.51,0.49,7.93,Driving
0.00,0.01,0.76,0.22,0.01,0.02,0.11,0.65,0.21,0.01,0.02,0.42,0.38,0.11,0.06,-9.73,-1.28,1.20,0.25,0.46,0.45,7.93,Driving
0.00,0.01,0.78,0.19,0.01,0.02,0.07,0.69,0.22,0.02,0.03,0.47,0.33,0.11,0.06,-9.74,-1.22,1.16,0.25,0.43,0.47,7.93,Driving
0.00,0.02,0.79,0.18,0.01,0.01,0.06,0.62,0.27,0.04,0.07,0.20,0.50,0.15,0.07,-9.77,-1.13,1.07,0.26,0.48,0.57,7.93,Driving
0.00,0.03,0.77,0.19,0.01,0.01,0.06,0.56,0.30,0.06,0.04,0.21,0.48,0.18,0.09,-9.78,-1.06,1.01,0.28,0.52,0.63,7.94,Driving
0.00,0.03,0.79,0.16,0.01,0.01,0.04,0.56,0.32,0.07,0.05,0.28,0.45,0.15,0.07,-9.80,-1.01,0.90,0.27,0.49,0.62,7.94,Driving
0.00,0.03,0.83,0.13,0.01,0.01,0.03,0.50,0.39,0.07,0.05,0.34,0.45,0.13,0.03,-9.82,-0.95,0.80,0.26,0.50,0.56,7.94,Driving
0.02,0.54,0.42,0.01,0.02,0.00,0.02,0.48,0.42,0.08,0.05,0.36,0.46,0.11,0.01,-9.81,-0.89,0.73,0.41,0.45,0.51,7.92,Driving
0.02,0.04,0.86,0.05,0.03,0.03,0.33,0.37,0.19,0.08,0.03,0.28,0.49,0.17,0.04,-9.86,-0.88,0.73,0.57,0.41,0.49,7.96,Driving
0.02,0.04,0.84,0.07,0.03,0.04,0.38,0.33,0.17,0.08,0.04,0.28,0.50,0.16,0.04,-9.85,-0.91,0.72,0.58,0.42,0.49,7.95,Driving
0.02,0.04,0.84,0.06,0.03,0.05,0.44,0.27,0.18,0.06,0.04,0.28,0.43,0.22,0.04,-9.84,-0.91,0.76,0.58,0.43,0.52,7.95,Driving
0.02,0.04,0.83,0.08,0.03,0.11,0.50,0.29,0.08,0.02,0.07,0.37,0.37,0.17,0.02,-9.83,-0.81,0.84,0.58,0.52,0.62,7.95,Driving
0.02,0.04,0.82,0.09,0.03,0.11,0.41,0.35,0.10,0.02,0.07,0.36,0.28,0.22,0.06,-9.83,-0.73,0.95,0.59,0.54,0.73,7.95,Driving
0.02,0.04,0.82,0.09,0.03,0.10,0.34,0.43,0.10,0.02,0.07,0.33,0.32,0.21,0.06,-9.83,-0.67,0.98,0.58,0.53,0.72,7.95,Driving
0.02,0.04,0.82,0.09,0.03,0.09,0.32,0.46,0.10,0.02,0.05,0.33,0.34,0.22,0.06,-9.82,-0.66,1.03,0.59,0.52,0.68,7.95,Driving
0.02,0.04,0.83,0.08,0.03,0.07,0.30,0.53,0.07,0.02,0.13,0.38,0.31,0.14,0.05,-9.82,-0.65,1.04,0.58,0.48,0.65,7.94,Driving
0.02,0.04,0.84,0.07,0.03,0.11,0.29,0.52,0.06,0.02,0.21,0.31,0.31,0.13,0.04,-9.82,-0.62,1.03,0.57,0.46,0.65,7.94,Driving
0.02,0.04,0.83,0.08,0.03,0.05,0.29,0.55,0.08,0.03,0.17,0.31,0.34,0.13,0.04,-9.81,-0.68,1.07,0.57,0.50,0.63,7.94,Driving
0.02,0.02,0.49,0.46,0.02,0.05,0.33,0.53,0.06,0.03,0.27,0.28,0.32,0.09,0.04,-9.83,-0.71,1.09,0.46,0.49,0.60,7.96,Driving
0.01,0.27,0.61,0.10,0.01,0.05,0.36,0.51,0.06,0.03,0.29,0.23,0.36,0.09,0.04,-9.79,-0.73,1.10,0.20,0.49,0.61,7.93,Driving
0.01,0.28,0.62,0.08,0.01,0.03,0.37,0.51,0.06,0.03,0.30,0.25,0.32,0.09,0.04,-9.80,-0.70,1.07,0.18,0.48,0.61,7.93,Driving
0.02,0.31,0.58,0.08,0.01,0.04,0.37,0.50,0.06,0.03,0.11,0.41,0.31,0.12,0.05,-9.81,-0.71,0.97,0.19,0.48,0.65,7.94,Driving
0.04,0.65,0.29,0.02,0.00,0.04,0.38,0.48,0.09,0.01,0.06,0.35,0.37,0.18,0.04,-9.82,-0.83,0.78,0.20,0.43,0.67,7.94,Driving
0.04,0.69,0.25,0.02,0.00,0.02,0.23,0.32,0.36,0.06,0.11,0.09,0.42,0.27,0.11,-9.83,-0.93,0.53,0.19,0.39,0.66,7.94,Driving
0.04,0.69,0.25,0.02,0.00,0.01,0.22,0.37,0.23,0.16,0.18,0.11,0.41,0.19,0.11,-9.83,-1.01,0.39,0.19,0.38,0.70,7.94,Driving
0.04,0.70,0.24,0.02,0.00,0.02,0.30,0.37,0.21,0.10,0.26,0.12,0.34,0.17,0.11,-9.82,-1.10,0.28,0.18,0.36,0.75,7.94,Driving
0.04,0.70,0.24,0.02,0.00,0.02,0.39,0.38,0.18,0.04,0.36,0.12,0.24,0.18,0.11,-9.82,-1.19,0.18,0.18,0.31,0.80,7.94,Driving
0.04,0.71,0.23,0.02,0.00,0.02,0.47,0.37,0.12,0.02,0.45,0.10,0.16,0.18,0.11,-9.81,-1.25,0.09,0.18,0.27,0.84,7.94,Driving
0.03,0.74,0.21,0.02,0.00,0.04,0.59,0.25,0.10,0.02,0.53,0.11,0.11,0.15,0.10,-9.81,-1.27,-0.03,0.16,0.24,0.83,7.95,Driving
0.03,0.77,0.18,0.01,0.00,0.04,0.67,0.20,0.08,0.02,0.63,0.10,0.11,0.08,0.08,-9.82,-1.29,-0.21,0.16,0.22,0.74,7.95,Driving
0.03,0.84,0.12,0.01,0.00,0.03,0.74,0.15,0.07,0.01,0.65,0.16,0.04,0.09,0.05,-9.83,-1.31,-0.38,0.15,0.21,0.56,7.95,Driving
0.02,0.87,0.09,0.01,0.00,0.02,0.45,0.45,0.06,0.03,0.58,0.30,0.04,0.05,0.02,-9.83,-1.35,-0.53,0.13,0.16,0.36,7.95,Driving
0.02,0.77,0.04,0.15,0.02,0.01,0.12,0.31,0.55,0.02,0.00,0.02,0.97,0.00,0.00,0.00,-0.92,-9.94,0.25,0.15,0.14,7.99,Driving
0.02,0.86,0.04,0.06,0.02,0.01,0.06,0.29,0.62,0.02,0.00,0.02,0.97,0.00,0.00,-0.05,-0.89,-9.94,0.20,0.13,0.14,7.99,Driving
0.00,0.02,0.79,0.17,0.02,0.01,0.02,0.95,0.01,0.01,0.00,0.02,0.97,0.00,0.00,-0.11,-0.86,-9.95,0.05,0.07,0.13,7.99,Driving
0.01,0.54,0.44,0.01,0.00,0.00,0.01,0.94,0.05,0.00,0.00,0.00,0.03,0.92,0.04,-0.11,-0.86,-9.95,0.04,0.04,0.06,7.99,Driving
0.01,0.55,0.43,0.01,0.00,0.00,0.01,0.95,0.04,0.00,0.00,0.00,0.02,0.94,0.03,-0.12,-0.86,-9.95,0.03,0.04,0.05,7.99,Driving
0.01,0.56,0.43,0.00,0.00,0.00,0.01,0.94,0.05,0.00,0.00,0.00,0.02,0.94,0.03,-0.12,-0.86,-9.95,0.03,0.04,0.05,7.99,Driving
0.01,0.57,0.42,0.00,0.00,0.00,0.01,0.95,0.04,0.00,0.00,0.00,0.01,0.96,0.03,-0.12,-0.86,-9.95,0.03,0.04,0.05,7.99,Driving
0.01,0.57,0.41,0.00,0.00,0.00,0.01,0.94,0.05,0.00,0.00,0.00,0.01,0.96,0.03,-0.12,-0.86,-9.95,0.03,0.04,0.05,7.99,Driving
0.07,0.35,0.46,0.11,0.01,0.00,0.03,0.63,0.32,0.01,0.05,0.49,0.41,0.05,0.00,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.03,0.19,0.48,0.26,0.03,0.03,0.29,0.54,0.14,0.01,0.13,0.54,0.28,0.04,0.00,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.03,0.19,0.49,0.25,0.03,0.03,0.29,0.54,0.13,0.01,0.13,0.54,0.29,0.04,0.00,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.04,0.20,0.50,0.24,0.03,0.02,0.29,0.55,0.13,0.01,0.06,0.35,0.45,0.13,0.02,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.00,0.03,0.35,0.55,0.07,0.03,0.30,0.52,0.13,0.02,0.07,0.34,0.45,0.13,0.02,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.00,0.03,0.36,0.53,0.07,0.03,0.30,0.53,0.13,0.02,0.07,0.32,0.47,0.12,0.01,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.00,0.03,0.36,0.53,0.08,0.03,0.29,0.54,0.13,0.02,0.07,0.32,0.48,0.12,0.01,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.00,0.02,0.35,0.54,0.08,0.03,0.29,0.53,0.13,0.02,0.07,0.31,0.48,0.12,0.01,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.00,0.03,0.35,0.54,0.09,0.03,0.29,0.52,0.14,0.02,0.09,0.34,0.45,0.11,0.01,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.00,0.04,0.35,0.52,0.09,0.04,0.27,0.53,0.14,0.02,0.09,0.34,0.43,0.12,0.01,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.00,0.03,0.35,0.52,0.10,0.01,0.09,0.45,0.40,0.05,0.09,0.34,0.44,0.12,0.02,-0.12,-0.86,-9.95,0.02,0.02,0.03,7.99,Driving
0.11,0.89,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.85,0.00,0.00,0.98,0.02,0.00,-0.11,-0.86,-9.95,0.03,0.03,0.06,7.99,Driving
0.01,0.01,0.95,0.03,0.00,0.00,0.00,0.03,0.96,0.01,0.01,0.02,0.94,0.03,0.00,-0.11,-0.86,-9.95,0.12,0.15,0.29,7.99,Driving
0.01,0.02,0.93,0.05,0.00,0.00,0.00,0.05,0.93,0.01,0.01,0.03,0.92,0.04,0.00,-0.10,-0.86,-9.95,0.14,0.16,0.31,7.99,Driving
0.01,0.04,0.85,0.08,0.02,0.00,0.01,0.09,0.87,0.02,0.01,0.04,0.91,0.05,0.00,-0.06,-0.87,-9.94,0.23,0.23,0.34,7.99,Driving
0.01,0.04,0.77,0.15,0.04,0.00,0.02,0.13,0.82,0.02,0.01,0.04,0.91,0.05,0.00,-0.01,-0.89,-9.94,0.27,0.26,0.34,7.99,Driving
0.01,0.04,0.67,0.25,0.04,0.00,0.02,0.21,0.75,0.02,0.01,0.04,0.91,0.05,0.00,0.04,-0.92,-9.94,0.30,0.27,0.34,7.99,Driving
0.01,0.04,0.58,0.34,0.04,0.00,0.02,0.28,0.68,0.02,0.01,0.04,0.91,0.05,0.00,0.09,-0.93,-9.93,0.31,0.27,0.34,7.99,Driving
0.01,0.04,0.48,0.43,0.04,0.00,0.02,0.37,0.58,0.02,0.01,0.04,0.91,0.05,0.00,0.14,-0.96,-9.93,0.32,0.28,0.34,7.99,Driving
0.01,0.03,0.40,0.52,0.04,0.00,0.02,0.45,0.50,0.02,0.01,0.03,0.91,0.05,0.00,0.19,-0.98,-9.93,0.32,0.28,0.34,7.99,Driving
0.01,0.03,0.31,0.61,0.04,0.00,0.02,0.53,0.42,0.02,0.01,0.03,0.91,0.05,0.00,0.24,-1.00,-9.92,0.31,0.28,0.34,7.99,Driving
0.01,0.03,0.22,0.70,0.04,0.00,0.02,0.62,0.34,0.02,0.01,0.03,0.91,0.05,0.00,0.28,-1.02,-9.92,0.29,0.28,0.34,7.99,Driving
0.01,0.03,0.14,0.78,0.04,0.00,0.02,0.69,0.27,0.02,0.01,0.03,0.91,0.05,0.00,0.32,-1.03,-9.92,0.27,0.27,0.34,7.99,Driving
0.01,0.06,0.31,0.60,0.02,0.01,0.09,0.78,0.09,0.02,0.01,0.04,0.92,0.02,0.01,0.36,-1.06,-9.91,0.21,0.23,0.19,7.98,Driving
0.01,0.01,0.66,0.30,0.02,0.01,0.09,0.82,0.06,0.02,0.00,0.04,0.93,0.02,0.01,0.40,-1.08,-9.91,0.15,0.21,0.15,7.98,Driving
0.01,0.22,0.71,0.06,0.01,0.02,0.06,0.66,0.24,0.02,0.01,0.03,0.77,0.18,0.01,0.40,-1.09,-9.91,0.08,0.14,0.07,7.98,Driving
0.00,0.01,0.63,0.32,0.04,0.01,0.11,0.65,0.22,0.02,0.01,0.02,0.82,0.14,0.01,0.39,-1.09,-9.91,0.06,0.09,0.07,7.98,Driving
0.04,0.10,0.51,0.27,0.08,0.08,0.08,0.77,0.05,0.03,0.03,0.23,0.71,0.02,0.01,-0.61,-1.10,9.50,0.26,0.54,0.26,7.68,Driving
0.03,0.09,0.58,0.23,0.06,0.06,0.06,0.81,0.04,0.02,0.03,0.23,0.72,0.02,0.01,-0.63,-1.12,9.50,0.25,0.50,0.24,7.68,Driving
0.03,0.08,0.63,0.21,0.06,0.06,0.06,0.83,0.04,0.02,0.02,0.25,0.70,0.02,0.01,-0.65,-1.14,9.50,0.24,0.47,0.22,7.68,Driving
0.03,0.07,0.67,0.18,0.05,0.05,0.07,0.83,0.03,0.02,0.02,0.26,0.70,0.02,0.00,-0.66,-1.15,9.50,0.23,0.45,0.21,7.68,Driving
0.02,0.07,0.70,0.16,0.04,0.04,0.06,0.85,0.03,0.02,0.02,0.27,0.69,0.01,0.00,-0.66,-1.16,9.50,0.22,0.43,0.20,7.68,Driving
0.02,0.06,0.73,0.15,0.04,0.04,0.06,0.86,0.03,0.01,0.02,0.29,0.68,0.01,0.00,-0.67,-1.16,9.50,0.21,0.41,0.19,7.68,Driving
0.02,0.06,0.77,0.11,0.04,0.04,0.06,0.86,0.03,0.01,0.02,0.31,0.66,0.01,0.00,-0.68,-1.18,9.50,0.20,0.41,0.19,7.68,Driving
0.02,0.06,0.80,0.07,0.04,0.04,0.06,0.86,0.03,0.01,0.02,0.34,0.63,0.01,0.00,-0.70,-1.19,9.49,0.20,0.40,0.20,7.68,Driving
0.02,0.06,0.84,0.03,0.04,0.04,0.06,0.86,0.03,0.01,0.02,0.37,0.60,0.01,0.00,-0.72,-1.21,9.49,0.19,0.39,0.20,7.68,Driving
0.02,0.07,0.88,0.01,0.03,0.04,0.05,0.89,0.02,0.01,0.02,0.18,0.76,0.03,0.01,-0.74,-1.24,9.49,0.17,0.34,0.14,7.68,Driving
0.01,0.01,0.05,0.76,0.18,0.01,0.00,0.07,0.90,0.01,0.03,0.15,0.61,0.19,0.02,-0.74,-1.23,9.49,0.09,0.16,0.10,7.68,Driving
0.05,0.36,0.44,0.12,0.02,0.01,0.08,0.69,0.18,0.04,0.03,0.14,0.48,0.30,0.05,-0.73,-1.21,9.50,0.06,0.08,0.08,7.68,Driving
0.04,0.28,0.48,0.17,0.03,0.01,0.06,0.68,0.20,0.04,0.04,0.16,0.43,0.32,0.06,-0.72,-1.21,9.50,0.06,0.08,0.09,7.68,Driving
0.03,0.25,0.57,0.13,0.02,0.01,0.04,0.68,0.22,0.05,0.04,0.21,0.52,0.20,0.03,-0.71,-1.20,9.50,0.06,0.08,0.09,7.68,Driving
0.03,0.24,0.60,0.11,0.02,0.08,0.59,0.23,0.07,0.02,0.04,0.21,0.52,0.20,0.02,-0.72,-1.20,9.50,0.06,0.07,0.09,7.68,Driving
0.03,0.02,0.19,0.70,0.06,0.02,0.02,0.02,0.54,0.41,0.02,0.14,0.46,0.34,0.04,-0.73,-1.23,9.50,0.10,0.18,0.10,7.68,Driving
0.00,0.03,0.07,0.73,0.17,0.02,0.02,0.03,0.54,0.39,0.00,0.04,0.29,0.60,0.07,-0.74,-1.24,9.49,0.11,0.19,0.11,7.68,Driving
0.00,0.03,0.13,0.69,0.15,0.02,0.02,0.06,0.56,0.34,0.00,0.04,0.30,0.59,0.07,-0.76,-1.26,9.49,0.11,0.19,0.11,7.68,Driving
0.00,0.03,0.13,0.70,0.13,0.02,0.02,0.07,0.46,0.44,0.00,0.04,0.31,0.59,0.06,-0.77,-1.27,9.49,0.11,0.20,0.10,7.68,Driving
0.00,0.03,0.15,0.70,0.12,0.02,0.02,0.07,0.46,0.44,0.00,0.04,0.31,0.59,0.06,-0.77,-1.28,9.48,0.11,0.20,0.10,7.68,Driving
0.00,0.03,0.16,0.70,0.10,0.02,0.02,0.08,0.47,0.42,0.00,0.03,0.33,0.58,0.05,-0.78,-1.29,9.48,0.11,0.20,0.10,7.68,Driving
0.00,0.03,0.17,0.72,0.08,0.02,0.02,0.08,0.50,0.39,0.00,0.03,0.34,0.59,0.04,-0.79,-1.30,9.48,0.10,0.20,0.09,7.68,Driving
0.00,0.05,0.23,0.65,0.07,0.03,0.03,0.09,0.47,0.37,0.00,0.04,0.36,0.55,0.05,-0.81,-1.34,9.47,0.11,0.24,0.10,7.69,Driving
0.01,0.06,0.29,0.60,0.04,0.03,0.06,0.13,0.47,0.32,0.00,0.05,0.37,0.53,0.04,-0.84,-1.38,9.47,0.11,0.25,0.10,7.69,Driving
0.01,0.03,0.17,0.61,0.18,0.03,0.09,0.17,0.42,0.29,0.00,0.05,0.43,0.49,0.03,-0.86,-1.43,9.46,0.11,0.26,0.10,7.69,Driving
0.01,0.03,0.26,0.58,0.13,0.03,0.10,0.25,0.41,0.21,0.00,0.05,0.48,0.44,0.02,-0.88,-1.47,9.45,0.10,0.26,0.09,7.69,Driving
0.01,0.01,0.32,0.54,0.12,0.01,0.09,0.31,0.39,0.19,0.00,0.04,0.53,0.41,0.02,-0.89,-1.46,9.45,0.09,0.23,0.09,7.68,Driving
0.00,0.02,0.36,0.28,0.34,0.01,0.06,0.35,0.35,0.22,0.01,0.06,0.57,0.34,0.03,-0.90,-1.49,9.44,0.09,0.23,0.07,7.68,Driving
0.00,0.02,0.45,0.21,0.31,0.01,0.06,0.44,0.28,0.21,0.01,0.05,0.62,0.30,0.02,-0.91,-1.50,9.44,0.09,0.22,0.07,7.68,Driving
0.00,0.02,0.49,0.23,0.26,0.01,0.04,0.27,0.48,0.20,0.01,0.05,0.65,0.27,0.02,-0.93,-1.53,9.44,0.08,0.21,0.07,7.68,Driving
0.24,0.75,0.00,0.00,0.00,0.04,0.72,0.22,0.00,0.01,0.02,0.44,0.52,0.02,0.00,-0.94,-1.55,9.43,0.11,0.24,0.08,7.69,Driving
0.02,0.80,0.14,0.03,0.01,0.03,0.07,0.81,0.06,0.03,0.01,0.03,0.81,0.14,0.01,-0.95,-1.59,9.42,0.18,0.40,0.15,7.69,Driving
0.05,0.87,0.04,0.03,0.01,0.03,0.16,0.74,0.04,0.03,0.01,0.05,0.84,0.09,0.02,-0.98,-1.68,9.40,0.19,0.43,0.17,7.69,Driving
0.05,0.90,0.01,0.03,0.01,0.03,0.23,0.68,0.03,0.03,0.01,0.04,0.86,0.07,0.02,-1.01,-1.73,9.39,0.20,0.45,0.17,7.69,Driving
0.05,0.91,0.00,0.03,0.01,0.03,0.32,0.61,0.02,0.03,0.01,0.04,0.89,0.05,0.02,-1.03,-1.79,9.38,0.20,0.46,0.16,7.69,Driving
0.05,0.91,0.00,0.03,0.01,0.03,0.40,0.52,0.01,0.03,0.01,0.04,0.89,0.04,0.01,-1.05,-1.83,9.36,0.21,0.47,0.16,7.69,Driving
0.05,0.91,0.00,0.03,0.01,0.03,0.49,0.43,0.02,0.03,0.01,0.04,0.89,0.04,0.02,-1.07,-1.88,9.35,0.21,0.48,0.17,7.69,Driving
0.06,0.90,0.00,0.03,0.01,0.03,0.59,0.34,0.01,0.03,0.01,0.04,0.90,0.04,0.01,-1.09,-1.94,9.34,0.21,0.47,0.16,7.69,Driving
0.01,0.03,0.95,0.01,0.01,0.00,0.00,0.11,0.87,0.01,0.01,0.10,0.86,0.03,0.00,-1.82,1.69,-9.73,0.06,0.05,0.05,8.03,Driving
0.03,0.28,0.57,0.11,0.01,0.01,0.04,0.45,0.46,0.04,0.01,0.01,0.35,0.62,0.02,-1.82,1.69,-9.73,0.02,0.03,0.04,8.03,Driving
0.00,0.00,0.27,0.71,0.02,0.01,0.96,0.03,0.00,0.00,0.00,0.00,0.00,0.58,0.42,-1.82,1.69,-9.73,0.03,0.05,0.05,8.03,Driving
0.00,0.01,0.32,0.66,0.02,0.01,0.96,0.03,0.00,0.00,0.00,0.00,0.00,0.56,0.43,-1.82,1.69,-9.73,0.03,0.05,0.05,8.03,Driving
0.00,0.01,0.35,0.62,0.02,0.01,0.96,0.03,0.00,0.00,0.00,0.00,0.00,0.56,0.44,-1.82,1.69,-9.73,0.03,0.05,0.05,8.03,Driving
0.00,0.01,0.38,0.59,0.02,0.01,0.95,0.04,0.00,0.00,0.00,0.00,0.00,0.54,0.46,-1.82,1.69,-9.72,0.03,0.05,0.05,8.03,Driving
0.00,0.01,0.41,0.57,0.01,0.01,0.96,0.03,0.00,0.00,0.00,0.00,0.00,0.52,0.48,-1.83,1.69,-9.72,0.03,0.05,0.05,8.03,Driving
